contentId,title,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
6847460841437230342,Indian outsourcing specialists must reboot their strategies,America's allies are preparing for a bumpy ride,Future Of Consulting: Consultancies Adapt To Digital Change,"JPMorgan Software Does in Seconds What Took Lawyers 360,000 Hours",Accenture and Adboe team on customer enegagement,Siemens and General Electric gear up for the internet of things
3770082505811422124,Webinar: A Internet das Coisas no Brasil,"SINAIS do FUTURO imediato: #1, internet das coisas",Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,A saga do jovem CEO da Dasa,Especialistas trazem tendências de UX para 2017 - KingHost,Plano nacional de ''internet das coisas'' sai em fevereiro
5484061377044071389,The Ultimate Solution to Versioning REST APIs: Content Negotiation,Centrally manage all your Google Cloud resources with Cloud Resource Manager,Improving Drupal 8's API-first: JSON API and OAuth2?,The Java 8 API Design Principles,"Where, how much, and how: Answering the hardest questions of resource allocation","Building A Modern, Scalable Backend: Modernizing Monolithic Applications"
-6590819806697898649,Listas com RecyclerView - Android Dev BR,"SINAIS do FUTURO imediato: #1, internet das coisas","Por dentro do Nubank, conheça os segredos da fintech mais festejada do país",Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,Especialistas trazem tendências de UX para 2017 - KingHost,Java Garbage Collection Essencial
-6728844082024523434,Seniority,12 Agile principles,Ask a Female Engineer: Joining a Startup,What to look for in a code review ,Introducing Ask a Female Engineer,Why do you Fail at Growth Marketing and How to Solve it
-1181242543195516037,Asus ready to take bite of 'Pi' market with Tinker micro PC,The new 64-bit Orange Pi is a quad-core computer for $20,4K movies come to the Google Play Movies & TV app,"Onion Creates a $5 Linux Computer with Wi-Fi, Designed for IoT Applications",Google planeja ferramentas de inteligência artificial para Raspberry Pi | Google Discovery,Replace Lego's $190 Intelligent Brick with MIT's Scratch and a $40 Raspberry Pi
-4762897581600184489,A smart home is where the bot is,Introduction To Chatbots,Google Home brings Google's smarts to your living room,Here's how The White House wants the U.S. to approach AI R&D,Introducing Mini Courses with MS Chatbots,Duolingo's chatbots help you learn a new language
8708452471825540133,Tailoring your integration approach to specific deals,The new tech talent you need to succeed in digital,Digital Leadership Is Not an Optional Part of Being a CEO,Grow fast or die slow: Focusing on customer success to drive growth,Why do you Fail at Growth Marketing and How to Solve it,7 Tips to Create a Company Learning Culture like Google - Without Resources
-3482581255202910790,Microservices - When to React Vs. Orchestrate - Capital One DevExchange,Communication patterns in a Microservice world,"Stream processing, Event sourcing, Reactive, CEP... and making sense of it all - Confluent","What do you mean by ""Event-Driven""?",Building Event-driven Microservices Using CQRS and Serverless,Software Architecture Patterns
-2184022689343185012,Moving the Drupal 8 workflow initiative along,Drupal 8 is 1 Year Old (AND YOU GET A PRIZE!),The investment case for employing a Drupal core contributor - Dries Buytaert,2. Why Drupal is ideal for ecommerce,A plan for media management in Drupal 8,Introducing the Workspace Preview System | Acquia Lightning
2998023988107018635,Drupal 8 Front-End Architecture,Drupal 8 is 1 Year Old (AND YOU GET A PRIZE!),0. The case for Drupal and Commerce,2. Why Drupal is ideal for ecommerce,4. Why ecommerce is essential for Drupal,The investment case for employing a Drupal core contributor - Dries Buytaert
8905656922810620012,Hedron: Or my dissatisfaction with local development #Drupal,Drush 9 Roadmap,Drupal 8 is 1 Year Old (AND YOU GET A PRIZE!),Dries Distributions remain a growing opportunity for Drupal - Buytaert,3. The case for Drupal and SaaS,0. The case for Drupal and Commerce
-1437952039441999695,Drush 9 Roadmap,Hedron: Or my dissatisfaction with local development #Drupal,Drupal 8 is 1 Year Old (AND YOU GET A PRIZE!),3. The case for Drupal and SaaS,Dries Distributions remain a growing opportunity for Drupal - Buytaert,The investment case for employing a Drupal core contributor - Dries Buytaert
7581009799961380333,"The Three R's of Enterprise Security: Rotate, Repave, and Repair - Built to Adapt",How do you sell SaaS software to enterprise businesses?,The internet of stings,"Largest botnet attack in history peaks at over 1 terabits per second, aided by Internet of Things",What Happens When No One and Everyone Owns a Product? - Built to Adapt,12 Agile principles
-9194572880052200111,"STEMTera, uma protoboard com Arduino Uno embutido",Comunicação entre Arduino e ROS através do pacote rosserial_arduino,Especialistas trazem tendências de UX para 2017 - KingHost,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país"
-1557920564469956829,Prototipação: erre cedo para acertar cedo - Hipsters #28,"""Disrupção não depende da tecnologia, depende das pessoas"": as lições do cofundador do Waze - Startupi","SINAIS do FUTURO imediato: #1, internet das coisas",De piada sobre TPM a servir cafezinho: como lidar com machismo no trabalho?,O que é benchmarking? Veja quando um concorrente se torna inspiração!,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país"
-3900870368325485697,"Adobe, Acquia, Episerver Lead New Forrester WCM Wave",Acquia a leader in the 2017 Forrester Wave for Web Content Management Systems | Dries Buytaert,Dries Buytaert,Adobe and Microsoft Partner in the Azure Cloud to Help Businesses Transform Customer Engagement,Top 10 Hot Artificial Intelligence (AI) Technologies,"Acquia Releases Lightning for Drupal 8, Enabling Fast Starts for Digital Experience Deployments [July 19, 2016]"
-7358932766266901263,,,,,,
-7358932766266901263,,,,,,
8550670510357310628,Why Many Smart Contract Use Cases Are Simply Impossible - CoinDesk,Why Many Smart Contract Use Cases Are Simply Impossible - CoinDesk,Why Many Smart Contract Use Cases Are Simply Impossible - CoinDesk,4 Blockchain Macro Trends: Where to Place Your Bets,Blockchain Will Be Used By 15% of Big Banks By 2017,Que novas oportunidades poderemos criar com Blockchain? - CIO
-5829402940194444779,Introducing Mini Courses with MS Chatbots,Introduction To Chatbots,"Zo, Microsoft's latest attempt at a chatbot, is ready to converse on Kik app",Building a Facebook Chat Bot with Node and Heroku,Telegram Bolsters Bot API with New Gaming Functionality,A smart home is where the bot is
-3660106964555224100,Acquia a leader in the 2017 Forrester Wave for Web Content Management Systems | Dries Buytaert,Dries Buytaert,"Adobe, Acquia, Episerver Lead New Forrester WCM Wave","Acquia Releases Lightning for Drupal 8, Enabling Fast Starts for Digital Experience Deployments [July 19, 2016]",Acquia Engage 2016: Day One,The 2017 Acquia Partners of the Year
5681075485882787671,Building a Facebook Chat Bot with Node and Heroku,Introduction To Chatbots,Introducing Mini Courses with MS Chatbots,"Stream processing, Event sourcing, Reactive, CEP... and making sense of it all - Confluent",Life Beyond Email: Chatbot Marketing,New APIs Expand Line's Third Party Integration and Chatbot Capabilities
2952636544547704346,Rewiring Citi for the digital age,The new tech talent you need to succeed in digital,Digital Tool as Strategic Enabler for Banking Transformation,Where is the bank's digital vision? - Chris Skinner's blog,12 Agile principles,Five things to include in your digital transformation playbook
-6468782714472551646,"Santander Brasil tem lucro gerencial de R$ 1,989 bi no 4º trimestre",Seguradoras divulgam resultados de 2016 - Apólice,"Vale reverte prejuízo e tem lucro de R$ 1,8 bilhão no 3º trimestre","Vale reverte prejuízo e tem lucro de R$ 1,8 bilhão no 3º trimestre","Vale reverte prejuízo e tem lucro de R$ 1,8 bilhão no 3º trimestre",Santander Brasil gera 21% do resultado da matriz no 4º trimestre
-282629989972409543,Santander Brasil gera 21% do resultado da matriz no 4º trimestre,"Santander Brasil tem lucro gerencial de R$ 1,989 bi no 4º trimestre",Seguradoras divulgam resultados de 2016 - Apólice,"Vale reverte prejuízo e tem lucro de R$ 1,8 bilhão no 3º trimestre","Vale reverte prejuízo e tem lucro de R$ 1,8 bilhão no 3º trimestre","Vale reverte prejuízo e tem lucro de R$ 1,8 bilhão no 3º trimestre"
-2323511129839590090,Especialistas trazem tendências de UX para 2017 - KingHost,"SINAIS do FUTURO imediato: #1, internet das coisas",CRO: crescimento com baixo investimento,Como o Trello foi de 4 a 17 milhões de usuários,O que é liderança? Liderança é fazer a diversidade funcionar.,Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi
-8392586470872505716,Why Introverts Are Better at Sales Than Extroverts,How do you sell SaaS software to enterprise businesses?,Using behavioral data to improve customer satisfaction,Banking Needs a Customer Experience Wake-Up Call,Six iconic retailers and their digital transformation journeys,Customize your G Suite experience with App Maker and Recommended apps
8424505741986577894,4 Blockchain Macro Trends: Where to Place Your Bets,Why Many Smart Contract Use Cases Are Simply Impossible - CoinDesk,Why Many Smart Contract Use Cases Are Simply Impossible - CoinDesk,Why Many Smart Contract Use Cases Are Simply Impossible - CoinDesk,Blockchain Will Be Used By 15% of Big Banks By 2017,Money 20/20 Panel: Artificial Intelligence and Machine Learning
-5257244885628286303,Top 10 Hot Artificial Intelligence (AI) Technologies,Here's how The White House wants the U.S. to approach AI R&D,Andrew Ng: What AI Can and Can't Do,Democratizing AI,Money 20/20 Panel: Artificial Intelligence and Machine Learning,"Facebook, Amazon, Google, IBM and Microsoft come together to create historic Partnership on AI"
-9033346036688923648,Software Architecture Patterns,Salesforce Architect Journey,Microservices - When to React Vs. Orchestrate - Capital One DevExchange,Drupal 8 Front-End Architecture,Standing on the Shoulders of Giants - Built to Adapt,Java Microservices: The Cake is a Lie but You Can't Ignore It | Takipi Blog
6844164348224220577,Mapping the Global NeoBank Landscape - Techfoliance,Blockchain Will Be Used By 15% of Big Banks By 2017,Digital Tool as Strategic Enabler for Banking Transformation,So you want to sell to banks?,Banking Needs a Customer Experience Wake-Up Call,Where is the bank's digital vision? - Chris Skinner's blog
6075137928366965854,"Stream processing, Event sourcing, Reactive, CEP... and making sense of it all - Confluent","What do you mean by ""Event-Driven""?",Communication patterns in a Microservice world,Building Event-driven Microservices Using CQRS and Serverless,Communication Within an Android App With EventBus,Java 8 Streams : 10 missing features
1348739322889189648,Johnson & Johnson comprará grupo suíço por US$ 30 bi,A saga do jovem CEO da Dasa,"SulAmérica continua investindo, apesar da crise - Sonho Seguro",Black Friday salva o ano do e-commerce,O IPO é a saída para a Netshoes?,"Infracommerce, operadora de e-commerce da Ambev e Alpargatas, recebe aporte de R$ 40 mi"
-2976309714446243509,12 Agile principles,Seniority,What Happens When No One and Everyone Owns a Product? - Built to Adapt,10 principles of business transformation,4 essential how-tos for dealing with scope creep,Why do you Fail at Growth Marketing and How to Solve it
-6289909056857931861,Engineering Digital Banking Solutions Using UX Methodology,Digital Tool as Strategic Enabler for Banking Transformation,Banking Needs a Customer Experience Wake-Up Call,The new tech talent you need to succeed in digital,Stop Trying to Monetize Your Data - Built to Adapt,Mapping the Global NeoBank Landscape - Techfoliance
991271693336573226,Este é o melhor jeito de entender como as mulheres sofrem machismo na área de TI,"O meme 'Luiza, você está atenta?' explicou da melhor forma o machismo na área da tecnologia",Kaol Porfírio luta como uma garota! - Think Olga,Kaol Porfírio luta como uma garota! - Think Olga,De piada sobre TPM a servir cafezinho: como lidar com machismo no trabalho?,Concurso Literário Leia Mulheres + Sweek | Sweek
-2314360211211303885,"O meme 'Luiza, você está atenta?' explicou da melhor forma o machismo na área da tecnologia",Este é o melhor jeito de entender como as mulheres sofrem machismo na área de TI,Kaol Porfírio luta como uma garota! - Think Olga,Kaol Porfírio luta como uma garota! - Think Olga,De piada sobre TPM a servir cafezinho: como lidar com machismo no trabalho?,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país"
-1138633255366005559,,,,,,
-1138633255366005559,,,,,,
6716649347760033969,Lossless Web Navigation with Trails,Now sites can fingerprint you online even when you use multiple browsers,Browser Trends December 2016: Mobile Overtakes Desktop,"Front-End Performance Checklist 2017 (PDF, Apple Pages) - Smashing Magazine",Sponsored: Five reasons why retailers should opt for digital receipts,Salesforce Architect Journey
2508620055362300376,Using DiffUtil in Android RecyclerView,The Java 8 API Design Principles,RecyclerView Prefetch - Google Developers,Listas com RecyclerView - Android Dev BR,Java 8 Streams - A Deeper Approach About Performance Improvement,Inversion of Control Containers and the Dependency Injection pattern
-9039021554659316935,Concurso Literário Leia Mulheres + Sweek | Sweek,Kaol Porfírio luta como uma garota! - Think Olga,Kaol Porfírio luta como uma garota! - Think Olga,De piada sobre TPM a servir cafezinho: como lidar com machismo no trabalho?,Este é o melhor jeito de entender como as mulheres sofrem machismo na área de TI,"O meme 'Luiza, você está atenta?' explicou da melhor forma o machismo na área da tecnologia"
2321412363020240814,Lean IT is all about people - o Lean na TI é focado em pessoas,Lean and banking: the pot of gold waiting to be discovered | Blog post,[eBook] Enxugando a máquina - Paulo Caroli,TI Bimodal? Receita para o desastre...,"""5G está para IoT como 4G esteve para o Smartphone"", saiba as apostas da Intel para 2017",Especialistas trazem tendências de UX para 2017 - KingHost
-3224698078244963479,20 Awesome PHP Libraries For Early 2017,Learn About the PHP Trends and Predictions for 2017,15 Interesting JavaScript and CSS Libraries for October 2016,Debugging WordPress: 11 Powerful Tips and Techniques,Introduction To Chatbots,Home-Made Twitter and Gmail Notifications with PHP and Arduino
-7047448754687279385,Plano nacional de ''internet das coisas'' sai em fevereiro,Plano Nacional de IoT chega em março com parceria entre MCTIC e BNDES,"SINAIS do FUTURO imediato: #1, internet das coisas",Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi,Especialistas trazem tendências de UX para 2017 - KingHost
-5581910915745827384,Having Children Destroyed My Career,A plan for media management in Drupal 8,Ask a Female Engineer: Joining a Startup,Introducing Ask a Female Engineer,"Life Coach vs. Therapist, Learn the Difference | Tony Robbins",Today in Apple history: Steve Jobs passes away | Cult of Mac
5429045128339158843,Spring Boot 1.5.1 released,Combining Spring Boot and JDBI,"A Geospatial Messenger with Kotlin, Spring Boot and PostgreSQL",Introducing Kotlin support in Spring Framework 5.0,Java Microservices: The Cake is a Lie but You Can't Ignore It | Takipi Blog,8 must-see sessions for application developers at Google Cloud Next '17
-9040419159428373932,"Depois da Inteligência Artificial, vem aí a Inteligência Paralela",Especialistas trazem tendências de UX para 2017 - KingHost,"Como a inteligência artificial já muda mercados, da gastronomia ao petróleo - Startupi",Aplicações da Inteligência artificial | Endeavor Brasil,"SINAIS do FUTURO imediato: #1, internet das coisas","Por dentro do Nubank, conheça os segredos da fintech mais festejada do país"
3407455496422791860,Why do you Fail at Growth Marketing and How to Solve it,How to Embrace Constant Change in Growth,12 Agile principles,3 Pillars of the Most Successful Tech Products,10 principles of business transformation,Seniority
-532999578436827210,IBM Seeks to Simplify Graph with New Titan Service,Graph-powered Machine Learning at Google,IBM wants to bring machine learning to the mainframe,"IBM deploying 1,300 Macs per week, Apple users need much less support than PC counterparts",IBM now uses more Macs than any other company | Cult of Mac,IBM now uses more Macs than any other company | Cult of Mac
-5608160619992456731,12 incredible women you've never heard of who changed science forever,Introducing Ask a Female Engineer,Code.org 2016 Annual Report,Introducing the Data Science Maturity Model,"Little girls doubt that women can be brilliant, study shows",Ask a Female Engineer: Joining a Startup
-6742146164569753679,"[1701.02952] Unhappy Developers: Bad for Themselves, Bad for Process, and Bad for Software Product","Just shut up and let your devs concentrate, advises Stack Overflow CEO Joel Spolsky",Why Programmers Want Private Offices,[1612.00380] Playing Doom with SLAM-Augmented Deep Reinforcement Learning,The Competitive Landscape for Machine Intelligence,The Competitive Landscape for Machine Intelligence
-879594538384021068,O manual do deboísta corporativo,"SINAIS do FUTURO imediato: #1, internet das coisas",O que é benchmarking? Veja quando um concorrente se torna inspiração!,25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país",Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi
-5610593914683957297,GitLab.com melts down after backup fail and data loss,Introducing Google Cloud Shell's new code editor,"Practical advice for analysis of large, complex data sets","The Languages, Frameworks and Tools You Should Learn in 2017",Lessons from Becoming a Data-Driven Organization,"Building A Modern, Scalable Backend: Modernizing Monolithic Applications"
6463551093741815202,"Little girls doubt that women can be brilliant, study shows",Introducing Ask a Female Engineer,12 incredible women you've never heard of who changed science forever,Code.org 2016 Annual Report,17 for '17: Microsoft researchers on what to expect in 2017 and 2027 - Next at Microsoft,Voice Search Could Become Mainstream Within the Next 5 Years
-8717945432162716060,7 Vital SEO Trends for Google Rankings in 2017 | Digital Current,The Ultimate Guide to SEO Reporting: Starting with the Basics,This 8-Page Website Generated Six-Figures in its First 8 Months - gaps,13 Killer SEO Copywriting Tips (With Examples and A/B Tests),Voice Search Could Become Mainstream Within the Next 5 Years,The Complete Google Analytics Audit Checklist | Optimization Up
1984587708208773,Heroínas de 'Estrelas além do tempo' inspiram garotas em trabalho de escola nos EUA,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país",A saga do jovem CEO da Dasa,"""5G está para IoT como 4G esteve para o Smartphone"", saiba as apostas da Intel para 2017",Kaol Porfírio luta como uma garota! - Think Olga,Kaol Porfírio luta como uma garota! - Think Olga
3382795524953511662,Building Event-driven Microservices Using CQRS and Serverless,"What do you mean by ""Event-Driven""?","Stream processing, Event sourcing, Reactive, CEP... and making sense of it all - Confluent",Communication patterns in a Microservice world,Communication Within an Android App With EventBus,Java Microservices: The Cake is a Lie but You Can't Ignore It | Takipi Blog
4909630283317268181,Como o Banco do Brasil está inovando e incentivando o intraempreendedorismo,Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,Especialistas trazem tendências de UX para 2017 - KingHost,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país","SINAIS do FUTURO imediato: #1, internet das coisas"
-6798063491592860025,Google planeja ferramentas de inteligência artificial para Raspberry Pi | Google Discovery,Google lança experimentos com inteligência artificial | Google Discovery,Google Maps agora mostra se local tem entrada com acessibilidade | Google Discovery,Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi,"""5G está para IoT como 4G esteve para o Smartphone"", saiba as apostas da Intel para 2017",Especialistas trazem tendências de UX para 2017 - KingHost
-115909536143817330,8 must-see sessions for application developers at Google Cloud Next '17,Google Cloud Platform sets a course for new horizons,How to use Docker to run ASP.NET Core apps on Google App Engine,Expanding our IDE support with a new Eclipse plugin for App Engine,"Google Cloud Endpoints now generally available: a fast, scalable API gateway","Google Cloud Machine Learning family grows with new API, editions and pricing"
-8502883448980287228,Centrally manage all your Google Cloud resources with Cloud Resource Manager,"Where, how much, and how: Answering the hardest questions of resource allocation",The Ultimate Solution to Versioning REST APIs: Content Negotiation,8 must-see sessions for application developers at Google Cloud Next '17,Google Cloud Platform sets a course for new horizons,Expanding our IDE support with a new Eclipse plugin for App Engine
1751822544912242581,Expanding our IDE support with a new Eclipse plugin for App Engine,8 must-see sessions for application developers at Google Cloud Next '17,Introducing Google Cloud Shell's new code editor,How to use Docker to run ASP.NET Core apps on Google App Engine,Google Cloud Platform sets a course for new horizons,Support Ended for Eclipse Android Developer Tools
-4709710373442563586,Guest post: building IoT applications with MQTT and Google Cloud Pub/Sub,8 must-see sessions for application developers at Google Cloud Next '17,Google Cloud Platform sets a course for new horizons,Announcing updates to Google's Internet of Things platform: Android Things and Weave,"Building A Modern, Scalable Backend: Modernizing Monolithic Applications",Announcing new storage classes for Google Cloud Storage: simplifying the storage and management of hot and cold data
9158289456544908688,Behind the Scam: What Does It Take to Be a 'Best-Selling Author'? $3 and 5 Minutes. - The Mission,This 8-Page Website Generated Six-Figures in its First 8 Months - gaps,Drupal 8 Front-End Architecture,Tracking Multiple Categories in Google Analytics for Content Pages - E-Nor | Google Analytics Blog,New Amazon Linux Container Image for Cloud and On-Premises Workloads,13 Killer SEO Copywriting Tips (With Examples and A/B Tests)
1496653703915349161,A corrida como aliada da produtividade - Runner's World Brasil,25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos,"SINAIS do FUTURO imediato: #1, internet das coisas",Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,O que é benchmarking? Veja quando um concorrente se torna inspiração!,O futuro das interfaces: Chatbots - Tableless
6070279813975953742,BACK FROM THE DEAD - TrendWatching,5 Asian Trends for 2017,5 Latin Trends for 2017 | TrendWatching,This 8-Page Website Generated Six-Figures in its First 8 Months - gaps,trendwatching.com | 5 Trends for 2017 | TrendWatching,Top 10 Insurtech Trends for 2017 - Insurance Thought Leadership
-115892576593938933,Speed Up a WordPress Website in 8 Steps,Debugging WordPress: 11 Powerful Tips and Techniques,"Front-End Performance Checklist 2017 (PDF, Apple Pages) - Smashing Magazine",BrowserLab: Automated regression detection for the web,What to look for in a code review ,Load Testing Our Site on Pantheon (Drupalize.me)
7775857588929395558,The Complete Google Analytics Audit Checklist | Optimization Up,Improvements coming to the Google Analytics desktop UI,Tracking Multiple Categories in Google Analytics for Content Pages - E-Nor | Google Analytics Blog,Lessons from Becoming a Data-Driven Organization,"Practical advice for analysis of large, complex data sets",7 Vital SEO Trends for Google Rankings in 2017 | Digital Current
-14569272361926584,Java 8 Streams - A Deeper Approach About Performance Improvement,The Java 8 API Design Principles,Java 8 Streams : 10 missing features,"Kotlin in Production - What works, Whats broken",Don't document your code. Code your documentation.,The hardest thing in computer science
-197504840924463488,Tom Brady: Business Guru. Who Knew?,Seniority,12 Agile principles,Behind the Scam: What Does It Take to Be a 'Best-Selling Author'? $3 and 5 Minutes. - The Mission,10 principles of business transformation,This 8-Page Website Generated Six-Figures in its First 8 Months - gaps
8020104407235635818,CRO: crescimento com baixo investimento,Especialistas trazem tendências de UX para 2017 - KingHost,Como o Trello foi de 4 a 17 milhões de usuários,Black Friday salva o ano do e-commerce,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,O que é benchmarking? Veja quando um concorrente se torna inspiração!
-746073086109727488,How to get the most from your agency relationships in 2017,The new tech talent you need to succeed in digital,A plan for media management in Drupal 8,Digital Leadership Is Not an Optional Part of Being a CEO,The Mobile Growth Stack: 2017 Edition - Mobile Growth Stack,How to move an entire government to a new digital platform - Dries Buytaert
4607279316199873708,Introducing Google Cloud Search: Bringing the power of Google Search to G Suite customers,Introducing Google Cloud Search: Bringing the power of Google Search to G Suite customers,"Google Cloud Machine Learning family grows with new API, editions and pricing",Voice Search Could Become Mainstream Within the Next 5 Years,7 Vital SEO Trends for Google Rankings in 2017 | Digital Current,Google Cloud Platform sets a course for new horizons
3566197569262766169,Gmail API: New endpoints for settings,"Google Cloud Endpoints now generally available: a fast, scalable API gateway",Most Interesting APIs in 2016: Cognitive Computing,The Ultimate Digital Clean-Up Checklist: Are You Prepared For The New Year? - Smashing Magazine,A Tale of 2 API Platforms - GGV Capital,"Google Cloud Machine Learning family grows with new API, editions and pricing"
4876769046116846438,Shopping em BH terá fazenda urbana de 2.700 m²,Black Friday salva o ano do e-commerce,A saga do jovem CEO da Dasa,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país",Especialistas trazem tendências de UX para 2017 - KingHost
8477804012624580461,Gartner: em 2020 não haverá mais aplicativos,"SINAIS do FUTURO imediato: #1, internet das coisas",Especialistas trazem tendências de UX para 2017 - KingHost,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi,"""5G está para IoT como 4G esteve para o Smartphone"", saiba as apostas da Intel para 2017"
717471739656838182,Here's how Evernote moved 3 petabytes of data to Google's cloud,Google's Cloud Machine Learning service is now in public beta,Making Sense of Unstructured Data with Google Cloud NL API,Google Cloud Platform sets a course for new horizons,"Google Cloud Machine Learning family grows with new API, editions and pricing",8 must-see sessions for application developers at Google Cloud Next '17
-7273935215244206740,Inteligência artificial do Google aprende a aprimorar fotos como nos filmes | Google Discovery,Google usa aprendizado de máquina para melhorar imagens de baixa qualidade | Google Discovery,Google lança experimentos com inteligência artificial | Google Discovery,Google Maps agora mostra se local tem entrada com acessibilidade | Google Discovery,Google planeja ferramentas de inteligência artificial para Raspberry Pi | Google Discovery,Aplicação de visão computacional com OpenCV
4945121243335041737,Sharing innovation with your competitors - Dries Buytaert,How to move an entire government to a new digital platform - Dries Buytaert,Enterprise Open Source Programs Flourish -- In Tech and Elsewhere,A plan for media management in Drupal 8,Dries Distributions remain a growing opportunity for Drupal - Buytaert,Drupal 8 is 1 Year Old (AND YOU GET A PRIZE!)
2870099478920706993,Seguradoras divulgam resultados de 2016 - Apólice,"Vale reverte prejuízo e tem lucro de R$ 1,8 bilhão no 3º trimestre","Vale reverte prejuízo e tem lucro de R$ 1,8 bilhão no 3º trimestre","Vale reverte prejuízo e tem lucro de R$ 1,8 bilhão no 3º trimestre","Santander Brasil tem lucro gerencial de R$ 1,989 bi no 4º trimestre",Santander Brasil gera 21% do resultado da matriz no 4º trimestre
3714350889740403446,Python - It's metaclasses all the way down,The Java 8 API Design Principles,Amazon EBS Update - New Elastic Volumes Change Everything | AWS Blog,How Kotlin became our primary language for Android - UPTech Team,Using Display Suite in Drupal 8: How to Customize Content Pages - WebWash,"Feather: A Fast On-Disk Format for Data Frames for R and Python, powered by Apache Arrow"
-7826213337362450520,Ciclistas relatam roubos com agressividade na avenida dos Andradas,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país",A saga do jovem CEO da Dasa,"SINAIS do FUTURO imediato: #1, internet das coisas",Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,"Entrevista com Alejandro Formanchuk: ""Funcionário não é público interno - é ator extremo"" - Blog do Love Mondays"
409265364477466508,Como a tecnologia está mudando o atendimento hospitalar,Transformação digital na Saúde: 3 pilares que devem ser reinventados - Saúde Business,Especialistas trazem tendências de UX para 2017 - KingHost,"SINAIS do FUTURO imediato: #1, internet das coisas",Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,A saga do jovem CEO da Dasa
-9103776596534246502,What Is a Good Retention Rate for Online Software,The Mobile Growth Stack: 2017 Edition - Mobile Growth Stack,Stop Trying to Monetize Your Data - Built to Adapt,How to Embrace Constant Change in Growth,3 Pillars of the Most Successful Tech Products,Building on Slack Saved Our Startup
-44082375822273498,How do you sell SaaS software to enterprise businesses?,"The Three R's of Enterprise Security: Rotate, Repave, and Repair - Built to Adapt",So you want to sell to banks?,Assessing Salesforce's platform and ecosystem | ZDNet,3 Pillars of the Most Successful Tech Products,Why Introverts Are Better at Sales Than Extroverts
-1443593727366384026,Comunicação entre Arduino e ROS através do pacote rosserial_arduino,O futuro das interfaces: Chatbots - Tableless,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos,Apresentação da nova placa de desenvolvimento Arduino MKRZero -,Web Share API
2171751753892441512,O céu é o limite na utilização de Golang -,Especialistas trazem tendências de UX para 2017 - KingHost,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,A saga do jovem CEO da Dasa,"""5G está para IoT como 4G esteve para o Smartphone"", saiba as apostas da Intel para 2017","SulAmérica continua investindo, apesar da crise - Sonho Seguro"
896159636285333275,How Mobile Health Apps and Wearables Could Actually Make People Sicker,"Practical advice for analysis of large, complex data sets",Lessons from Becoming a Data-Driven Organization,Your health insurance might score you an Apple Watch,Large CPGs are under attack by startups... and consumers are winning,A smart home is where the bot is
-5521549171704079872,Introducing Google Cloud Search: Bringing the power of Google Search to G Suite customers,Introducing Google Cloud Search: Bringing the power of Google Search to G Suite customers,"Google Cloud Machine Learning family grows with new API, editions and pricing",Voice Search Could Become Mainstream Within the Next 5 Years,7 Vital SEO Trends for Google Rankings in 2017 | Digital Current,Google Cloud Platform sets a course for new horizons
